Employer_No,Cash_Received_Date,Total_Amt
100079,17/01/2018,237.13
100619,17/01/2018,169.98
100443,17/04/2018,521.3
100711,13/08/2018,6347.9
100965,17/05/2018,148.4
100202,27/10/2017,304
100261,12/02/2018,876.06
100202,13/08/2018,4040.36
100472,5/07/2018,960
100688,21/06/2018,1380.5
100683,13/09/2018,1234.12
100056,11/07/2018,488.76
100077,22/11/2018,11263.37
100931,6/10/2017,424.08
100683,6/10/2017,1136.46
100619,23/05/2018,144.4
100619,15/11/2017,152.41
100619,15/11/2017,43.59
100379,29/11/2018,211.13
100379,31/12/2018,211.13
100620,1/03/2018,3115.14
100077,9/02/2018,5957.83
100619,14/03/2018,108.3
100619,14/03/2018,72.2
100619,14/03/2018,42.01
100056,7/06/2018,1086.76
100524,6/07/2018,391.43
100132,29/06/2018,850.05
100683,7/03/2018,836.46
100619,26/04/2018,64.98
100619,26/04/2018,148.36
100965,26/02/2018,595.65
100619,13/06/2018,218.4
100931,5/07/2018,250.79
100683,7/08/2018,563.72
100683,7/08/2018,638.4
100683,7/08/2018,440.24
100923,30/08/2018,422.02
100109,30/08/2018,7054.52
100207,30/07/2018,438.88
100550,23/08/2018,1315.28
100379,31/07/2018,1048.05
100128,6/09/2018,36.51
100683,6/11/2018,1742.94
100056,12/09/2017,4826.14
100683,7/09/2017,1154.32
100860,12/07/2017,254.87
100683,6/10/2017,1233.44
100079,13/06/2018,395.75
100045,7/11/2017,1186.74
100332,18/09/2018,1352.45
100045,5/07/2018,1825.24
100112,27/06/2018,3500
100371,18/07/2018,523
100261,26/06/2018,1037.36
100732,16/07/2018,101.74
100132,18/10/2018,979.82
100536,27/10/2018,1089.3
100109,23/10/2018,5856.51
100207,4/10/2018,435.35
100056,3/10/2018,360.49
100077,21/03/2018,6789.39
100536,27/03/2018,1222
100077,25/09/2017,6313.43
100472,7/09/2017,1040
100045,15/09/2017,1681.88
100550,22/09/2017,863.93
100112,15/09/2017,8079.93
100371,16/10/2017,1510
100379,19/09/2017,2779.97
100012,20/10/2017,332.7
100056,12/07/2017,2517.94
100332,15/09/2017,1855.35
100112,14/07/2017,5629.88
100371,18/09/2017,1859.5
100876,31/07/2018,1458.73
100649,2/07/2018,3538.76
100620,14/12/2017,2412.24
100109,28/11/2017,8850.33
100332,18/09/2018,1622.85
100112,14/09/2018,7189.54
100371,19/09/2018,1260
100923,24/09/2018,634.77
100332,17/05/2018,1073.98
100342,18/06/2018,649.8
100112,20/10/2017,6687.36
100371,22/01/2018,471.75
100045,11/08/2017,447.64
100202,21/12/2017,505.4
100441,3/05/2018,268.51
100109,24/04/2018,5757.95
100045,2/05/2018,1236.71
100379,20/04/2018,922.42
100012,9/04/2018,424.18
100462,27/04/2018,444.6
100261,2/05/2018,1216.65
100876,3/05/2018,637.45
100683,10/05/2018,880.48
100238,31/07/2017,200
100536,24/08/2017,1230
100342,25/10/2017,1486.62
100370,4/01/2018,519.84
100550,17/08/2017,771.12
100112,18/08/2017,5253.38
100202,3/07/2017,382.38
100965,2/05/2018,527.96
100931,6/10/2017,303.42
100931,8/01/2018,395.96
100683,6/12/2017,1320.73
100619,6/12/2017,111.12
100619,6/12/2017,80.64
100619,25/01/2018,138.98
100619,25/01/2018,43.59
100619,25/01/2018,43.32
100536,25/04/2018,1352
100342,26/07/2018,505.4
100202,6/06/2018,5715.72
100965,17/05/2018,476.52
100683,5/07/2018,792.43
100931,5/07/2018,294.88
100079,16/05/2018,468.8
100619,17/05/2018,129.96
100619,17/05/2018,72.2
100619,16/08/2017,187.59
100379,27/06/2018,462.16
100619,13/09/2017,43.59
100619,13/09/2017,114
100536,29/11/2017,1273
100342,20/02/2018,992
100963,6/11/2017,1145.38
100202,13/02/2018,12014.42
100959,16/01/2018,716.3
100711,30/01/2018,8301.1
100472,3/11/2017,1200
100688,26/10/2017,1155.66
100912,30/10/2017,554.17
100524,9/01/2018,454.5
100683,3/11/2017,134.14
100734,6/02/2018,2050.83
100462,23/01/2018,436.05
100443,4/01/2018,519.56
100045,17/05/2018,1864.35
100056,4/01/2019,781.47
100931,2/11/2017,433.63
100619,8/11/2017,121.65
100619,8/11/2017,80.67
100897,8/01/2018,1418.54
100620,25/01/2018,6768.54
100619,7/06/2018,72.2
100619,7/06/2018,129.96
100056,7/06/2018,490.94
100860,10/07/2018,259.92
100379,13/12/2018,252.93
100371,12/09/2017,1880
100371,12/09/2017,1050
100683,4/10/2018,1190.1
100371,19/11/2018,665
100620,30/10/2018,4498.89
100965,8/10/2018,476.52
100683,4/10/2018,1178.64
100472,4/09/2018,960
100688,23/08/2018,1380.5
100912,13/11/2018,554.17
100379,13/09/2018,1457.01
100109,27/03/2018,6067.99
100620,11/04/2018,5013.53
100683,7/03/2018,880.48
100931,1/11/2017,358.26
100931,9/04/2018,283.48
100931,9/04/2018,337.49
100619,1/02/2018,112.9
100619,1/02/2018,99.55
100379,15/11/2018,178.83
100902,23/11/2017,100
100683,7/09/2017,1180.48
100619,29/12/2017,211.54
100683,6/02/2018,881.11
100897,6/04/2018,824.51
100238,9/04/2018,200
100077,23/04/2018,6259.9
100860,12/06/2018,259.92
100711,18/10/2017,4877.3
100794,27/07/2017,550.82
100056,2/05/2018,2442.84
100683,10/05/2018,880.48
100734,27/07/2018,1114.23
100860,14/11/2017,259.92
100550,28/11/2017,1371.16
100619,26/10/2017,205.96
100619,3/10/2017,208.59
100379,6/12/2018,232.03
100683,7/12/2018,793.88
100683,7/12/2018,1983.59
100683,7/12/2018,440.24
100683,7/12/2018,793.88
100683,3/11/2017,1180.48
100619,2/11/2017,208.34
100056,5/01/2018,3093.84
100860,9/01/2018,335.92
100683,9/01/2018,887.23
100860,8/12/2017,259.92
100332,15/09/2017,1182.75
100443,30/07/2018,228.35
100897,8/08/2018,1722.48
100045,10/08/2018,1842.05
100112,13/08/2018,6337.53
100371,19/09/2018,1797
100965,13/08/2018,595.65
100963,12/03/2018,1145.38
100897,6/04/2018,824.51
100371,27/03/2018,609
100045,15/03/2018,1054.5
100045,13/11/2018,1052.43
100109,24/10/2017,7915.37
100077,16/10/2017,5666.22
100472,13/10/2017,960
100688,5/10/2017,1155.66
100912,9/10/2017,554.17
100370,30/01/2018,415.87
100683,9/01/2018,898.34
100860,20/02/2018,259.92
100128,21/08/2018,37.38
100683,11/06/2018,440.24
100734,27/07/2018,420.01
100965,3/08/2017,1052.3
100897,8/01/2018,1418.54
100379,4/12/2017,1676.44
100012,18/01/2018,360.93
100619,23/05/2018,72.2
100688,20/12/2018,1380.5
100202,27/11/2018,4992.87
100860,9/08/2018,317.68
100732,16/08/2018,166.99
100965,11/09/2018,363.37
100109,25/09/2018,7729.66
100207,31/08/2018,435.36
100077,20/09/2018,11705.24
100732,13/09/2018,47.47
100965,14/08/2018,767.36
100683,11/06/2018,396.22
100683,11/06/2018,440.24
100379,29/10/2018,1278.18
100931,3/08/2017,215.6
100619,29/08/2017,185.92
100619,29/08/2017,0.48
100931,5/02/2018,354.16
100931,5/02/2018,207.15
100683,6/02/2018,898.34
100683,3/08/2017,1891.87
100056,8/02/2018,4353.76
100619,11/10/2017,199.94
100056,4/04/2018,2842.3
100683,5/04/2018,792.43
100734,23/04/2018,1183.89
100379,12/06/2018,1211.45
100683,3/08/2017,1198.34
100619,6/03/2018,209.38
100619,19/09/2017,180.51
100619,21/02/2018,68.59
100619,21/02/2018,140.79
100202,7/05/2018,9919.99
100332,15/02/2018,1649.23
100045,9/02/2018,907.06
100823,27/11/2018,165.66
100261,12/02/2018,1022.94
100441,3/01/2018,579.68
100620,22/12/2017,7149.47
100202,9/04/2018,10502.87
100056,5/12/2017,3971.89
100109,28/12/2017,9208.14
100077,15/12/2017,7532
100472,8/12/2017,960
100688,17/11/2017,1670.89
100912,23/01/2018,554.17
100332,15/02/2018,2117.36
100045,8/12/2017,1454.12
100550,20/12/2017,1203.29
100112,21/12/2017,5510.47
100371,22/01/2018,595.4
100132,12/02/2018,685.04
100112,23/03/2018,5720.27
100379,20/03/2018,1038.32
100012,23/03/2018,339.34
100472,2/02/2018,1200
100202,6/06/2018,4752.85
100860,9/10/2017,259.92
100238,7/01/2019,200
100963,10/12/2018,1171.67
100379,23/11/2018,213.03
100931,5/09/2018,801.04
100931,5/09/2018,560.93
100931,5/09/2018,47.5
100379,13/11/2018,213.03
100079,19/02/2018,163.53
100965,13/06/2018,595.65
100860,7/08/2017,259.92
100931,5/03/2018,158.27
100931,5/03/2018,253.84
100931,5/03/2018,326.9
100963,7/01/2019,1144.08
100683,7/07/2017,1190.01
100683,7/07/2017,1198.34
100619,6/09/2017,124.69
100619,6/09/2017,70.73
100238,3/07/2018,200
100524,11/10/2018,428.29
100876,31/10/2018,1685.78
100649,5/11/2018,2041.06
100418,18/10/2018,1298.41
100332,14/11/2018,1471.68
100963,15/10/2018,1088.91
100077,17/10/2018,8878.53
100619,13/02/2018,201.01
100112,13/07/2018,6768.82
100619,8/02/2018,200.51
100342,25/07/2017,1205.76
100931,5/07/2017,288.34
100931,5/07/2017,98.11
100931,5/07/2017,87.21
100965,26/06/2018,551.47
100931,5/07/2017,55.48
100342,3/07/2017,1205.76
100823,29/11/2017,544.68
100238,4/06/2018,250
100536,23/06/2018,1352
100342,28/08/2018,505.4
100688,24/05/2018,5162.69
100332,7/08/2018,1213.63
100202,3/07/2017,9131.18
100619,2/05/2018,202.16
100860,8/05/2018,259.92
100379,11/05/2018,943.32
100056,6/11/2017,3956.64
100683,5/07/2018,880.48
100371,12/09/2017,1110
100683,6/11/2018,1185.39
100860,12/03/2018,259.92
100860,8/11/2018,317.68
100963,12/11/2018,1116.5
100238,3/10/2017,200
100342,25/10/2017,507.22
100536,24/10/2017,1197
100202,4/12/2017,20612.41
100261,16/11/2017,1221.76
100965,26/02/2018,444.64
100524,5/10/2017,385.1
100550,22/09/2017,90.25
100441,1/11/2017,232.14
100536,23/06/2018,1308
100342,28/08/2018,523.45
100620,28/06/2018,5489.17
100777,21/06/2018,229.65
100484,27/07/2018,724.4
100202,6/06/2018,8216.27
100238,6/03/2018,200
100686,21/07/2017,2599.2
100371,19/11/2018,437
100112,30/11/2018,6213.27
100620,1/11/2017,4276.69
100332,15/12/2017,1618.61
100045,12/10/2017,1354.42
100794,5/01/2018,509.79
100897,26/07/2017,307
100472,10/07/2017,960
100912,17/08/2017,554.17
100202,7/05/2018,12749.26
100734,26/07/2017,1494.79
100912,5/07/2018,2216.68
100620,26/06/2018,6133.91
100012,8/06/2018,339.34
100777,21/06/2018,196.39
100620,24/08/2017,4276.69
100959,19/10/2017,716.3
100734,27/10/2017,1536.15
100462,27/10/2017,405.46
100443,24/10/2017,519.56
100965,13/03/2018,4697
100550,25/05/2018,1436.08
100112,22/05/2018,6961.1
100963,9/10/2017,1145.38
100777,24/10/2017,339.38
100823,24/09/2018,50.83
100965,7/12/2017,841.84
100683,6/12/2017,857.97
100777,18/01/2018,191.65
100056,5/12/2018,1051.27
100965,17/12/2018,476.52
100683,7/12/2018,352.19
100422,20/04/2018,56.83
100619,30/05/2018,144.4
100619,30/05/2018,72.2
100261,7/12/2017,1221.76
100261,7/12/2017,1527.2
100202,4/12/2017,319.2
100619,12/12/2017,212.58
100109,21/12/2018,7714.27
100207,29/11/2018,442.39
100536,4/12/2018,687
100732,13/12/2018,46.46
100550,24/12/2018,993.89
100923,18/12/2018,1138.58
100238,4/12/2018,200
100472,2/01/2019,960
100112,18/12/2018,5839.69
100897,10/12/2018,835
100897,6/07/2018,1250.87
100897,26/07/2017,307.5
100261,26/06/2018,324.88
100238,2/02/2018,250
100536,16/02/2018,1351
100342,3/04/2018,407
100109,23/02/2018,7387.43
100045,16/02/2018,862.22
100112,16/02/2018,3402.74
100371,27/03/2018,598
100897,6/07/2018,785.76
100202,13/08/2018,3957.56
100112,22/06/2018,6994.73
100371,18/07/2018,419
100462,23/07/2018,444.6
100443,28/06/2018,521.3
100261,26/06/2018,1640.36
100897,11/10/2017,1777.04
100688,20/07/2017,1155.66
100912,17/08/2017,554.17
100332,15/12/2017,1740.97
100371,18/09/2017,1311.5
100965,17/05/2018,542.92
100202,7/05/2018,406.6
100963,13/02/2018,1735.79
100931,19/06/2018,604.26
100931,19/06/2018,527.44
100963,28/06/2018,1145.38
100719,8/01/2019,356.1
100536,6/09/2018,1366
100342,28/08/2018,722
100963,13/08/2018,1311.43
100620,24/08/2018,5112.59
100619,7/09/2018,211.86
100732,11/10/2018,84.56
100045,31/10/2018,2373.33
100202,27/11/2018,4149.53
100238,3/09/2018,250
100342,15/11/2018,577.6
100536,6/09/2018,1311
100963,9/04/2018,1145.38
100649,4/05/2018,1749.48
100897,11/10/2017,1237.05
100550,26/10/2017,1164.8
100379,20/10/2017,1674.24
100012,20/10/2017,415.87
100965,5/10/2017,841.84
100688,18/08/2017,1155.66
100912,9/10/2017,554.17
100332,15/12/2017,2169.23
100238,3/07/2017,250
100931,7/09/2017,442.47
100711,27/04/2018,5073
100112,13/04/2018,8668.44
100371,22/05/2018,520
100109,26/06/2018,9352.13
100077,14/06/2018,7869.43
100045,20/06/2018,2067.58
100342,28/08/2018,631.75
100536,25/05/2018,1308
100963,7/05/2018,1145.38
100620,28/05/2018,5391.89
100109,29/05/2018,5715.41
100077,24/05/2018,6241.99
100261,2/05/2018,1290.64
100472,11/06/2018,1040
100963,10/09/2018,1171.67
100633,26/11/2018,489.81
100619,29/08/2018,203.47
100619,29/08/2018,203.77
100472,8/08/2018,1200
100012,10/08/2018,347.86
100619,19/09/2018,139.33
100619,19/09/2018,72.2
100620,19/10/2018,5370.3
100045,19/09/2018,2039.72
100261,19/09/2018,1702.8
100202,21/12/2017,16031.27
100619,10/05/2018,202.16
100379,4/01/2019,179.78
100963,11/06/2018,1145.38
100732,29/06/2018,76.91
100056,3/08/2017,2388.55
100045,11/08/2017,769.88
100619,20/03/2018,72.2
100619,20/03/2018,43.32
100619,20/03/2018,122.74
100619,9/08/2017,32.15
100619,9/08/2017,72.2
100619,9/08/2017,91.91
100963,4/09/2017,1145.38
100931,6/12/2018,516.8
100202,14/09/2017,10254.32
100370,6/09/2017,519.84
100550,25/07/2017,835.05
100379,6/07/2017,2473.81
100012,17/07/2017,415.87
100897,26/07/2017,307
100711,18/07/2017,3161.6
100371,18/09/2017,1299
100550,27/04/2018,1440
100777,21/06/2018,239.52
100132,13/06/2018,802.87
100077,17/11/2017,5368.01
100794,20/04/2018,1971.54
100238,3/01/2018,200
100536,16/02/2018,1351
100342,3/04/2018,992
100963,8/01/2018,1145.38
100109,29/12/2017,8359.97
100077,16/01/2018,5686.69
100472,2/02/2018,960
100688,21/12/2017,1327.4
100912,23/01/2018,554.17
100550,29/01/2018,1565.26
100112,29/01/2018,8447.37
100371,22/01/2018,283.65
100379,16/01/2018,1456.32
100012,18/01/2018,424.18
100965,11/01/2018,841.84
100777,18/01/2018,380.31
100077,22/08/2018,8439.12
100711,5/11/2018,4948.63
100864,11/10/2018,397.1
100112,19/10/2018,6053.39
100472,17/10/2018,960
100688,20/09/2018,1380.5
100550,26/10/2018,1168.99
100238,5/10/2018,200
100261,31/10/2018,1362.24
100536,4/12/2018,710
100332,14/11/2018,1566.11
100923,15/11/2018,1138.86
100688,18/01/2018,1327.4
100912,3/05/2018,554.17
100332,17/05/2018,1004.82
100332,17/05/2018,1185.7
100077,18/08/2017,3975.23
100238,4/12/2017,200
100332,15/12/2017,1711.71
100112,7/12/2017,6024.25
100371,22/01/2018,448.91
100965,16/11/2017,1052.3
100056,11/07/2018,1296.02
100965,10/07/2018,476.52
100079,6/07/2018,227.84
100855,8/10/2018,122.85
100683,11/06/2018,440.24
100683,11/06/2018,880.48
100725,24/10/2018,280.75
100683,7/08/2018,1127.02
100734,31/10/2018,1132.42
100619,14/09/2018,209.38
100860,10/10/2018,317.68
100860,7/09/2018,476.52
100965,10/09/2018,476.52
100683,13/09/2018,1178.64
100963,13/02/2018,1735.79
100056,6/03/2018,2606.03
100965,12/03/2018,841.84
100725,8/01/2019,213.74
100965,12/11/2018,595.65
100056,14/11/2018,1017.05
100109,27/11/2018,8690.64
100207,30/10/2018,435.35
100931,3/05/2018,226.93
100931,3/05/2018,362.52
100931,3/05/2018,58
100056,4/10/2017,4081.64
100683,7/07/2017,1189.41
100379,20/12/2018,252.93
100261,16/11/2017,1221.76
100619,19/04/2018,218.4
100619,23/08/2017,194.42
100931,5/01/2018,361.35
100897,6/04/2018,824.51
100550,27/02/2018,1423.98
100379,8/02/2018,1165.85
100012,23/03/2018,339.34
100777,21/06/2018,229.65
100860,11/04/2018,389.88
100965,17/04/2018,827.58
100732,9/05/2018,94.57
100931,3/08/2017,161.42
100719,12/03/2018,84.84
100688,22/11/2018,1380.5
100860,12/12/2018,516.32
100045,19/12/2018,1423.25
100077,4/01/2019,8125.63
100931,6/12/2018,96.59
100688,22/03/2018,2163.56
100683,5/04/2018,880.48
100619,20/06/2018,203.96
100202,4/12/2017,784.7
100619,11/04/2018,144.4
100619,11/04/2018,52.52
100079,7/12/2017,207.14
100619,19/12/2017,195.09
100601,25/07/2018,1049.41
100921,5/12/2018,65.84
100402,7/08/2018,186.66
100317,3/07/2017,1188.64
100412,22/10/2018,190.96
100500,14/11/2018,146.82
100896,6/10/2017,800
100733,27/11/2018,668.07
100622,11/10/2018,50
100421,21/08/2018,296
100500,14/08/2018,346.97
100421,21/08/2018,296
100548,13/07/2017,1079.85
100900,12/07/2018,997.54
100222,11/09/2018,9136.55
100115,29/08/2018,1922.8
100698,7/08/2018,403.75
100548,29/11/2018,1787.08
100119,2/08/2018,1010.92
100421,21/08/2018,296
100306,29/10/2018,422.95
100900,15/10/2018,7704.81
100402,13/11/2018,171.24
100663,12/11/2018,215.65
100985,25/09/2018,756.04
100499,29/10/2018,76262.73
100479,7/11/2018,153.4
100601,1/05/2018,607.17
100896,20/10/2017,812.35
100263,16/05/2018,996.36
100222,22/05/2018,7412.68
100115,29/06/2018,1709.24
100301,12/07/2018,4634.43
100510,3/05/2018,478.14
100985,23/04/2018,452.83
100622,11/10/2018,50
100658,4/05/2018,4850.75
100479,17/05/2018,292
100622,22/03/2018,50
100985,21/12/2018,566.04
100658,8/01/2019,2581.25
100601,30/01/2018,393.04
100222,23/02/2018,7205.82
100115,21/12/2017,1545.65
100060,14/03/2018,480
100309,21/12/2017,930.28
100500,21/03/2018,966.49
100060,14/08/2018,1060
100900,12/09/2018,997.54
100412,26/07/2018,5110.06
100548,29/11/2018,1909.22
100412,22/10/2018,2577.34
100222,22/05/2018,7603
100421,23/02/2018,296
100693,27/03/2018,598.5
100622,22/03/2018,50
100894,2/08/2017,364.8
100601,26/09/2017,530.04
100601,26/07/2017,1027.34
100412,29/01/2018,2658.16
100988,3/07/2018,399
100421,23/02/2018,296
100846,29/08/2017,3186.49
100278,7/08/2018,9544.14
100900,14/03/2018,987.12
100412,24/10/2017,3143.12
100270,4/08/2017,500
100412,30/04/2018,3989.43
100499,24/07/2018,38999.15
100896,23/07/2018,560.4
100562,28/06/2018,486.4
100235,10/05/2018,220
100693,5/06/2018,760
100900,14/09/2017,378.81
100499,29/01/2018,29687.93
100894,6/02/2018,2068.22
100698,8/01/2019,403.75
100402,7/08/2018,186.66
100492,22/11/2018,2677.03
100222,22/11/2018,517.56
100962,23/11/2018,493.58
100222,28/09/2017,7770.84
100115,28/09/2017,1733.75
100060,24/11/2017,344
100309,27/09/2017,363.7
100500,10/11/2017,963.06
100235,3/10/2017,390
100510,17/07/2017,667.29
100301,4/12/2017,310.21
100317,3/07/2017,1064
100894,17/05/2018,1898.28
100499,24/07/2017,15585.09
100988,7/09/2018,573.56
100421,11/07/2017,1572.12
100884,28/08/2017,708.31
100317,3/07/2017,1255.52
100317,3/07/2017,851.2
100119,1/05/2018,1034.52
100306,3/07/2018,716.21
100900,12/07/2018,8642.16
100622,11/10/2018,50
100402,1/10/2018,215.35
100698,7/11/2018,403.75
100412,22/10/2018,361.74
100412,22/10/2018,674.88
100301,13/12/2018,5362.72
100693,4/12/2018,719.15
100263,4/08/2017,722
100522,16/07/2018,10054.02
100642,21/09/2018,1082.05
100884,7/05/2018,196.04
100500,28/08/2017,740.44
100674,15/12/2017,691.84
100900,15/02/2018,987.12
100006,7/08/2018,95
100548,10/07/2018,1490.77
100412,25/07/2018,2636.02
100301,1/10/2018,4435.72
100263,9/07/2018,996.36
100412,26/07/2018,3125.22
100698,8/10/2018,4067.82
100884,13/11/2018,511.54
100985,22/10/2018,566.04
100601,30/10/2017,394.88
100008,8/08/2017,2804.32
100896,8/08/2017,800
100640,9/10/2017,505.4
100693,1/02/2018,532
100601,2/03/2018,302.65
100593,19/07/2017,312.1
100674,14/05/2018,364.76
100894,22/11/2018,2295.58
100601,27/11/2017,401.32
100698,8/01/2018,2889.94
100317,23/04/2018,1045
100006,30/01/2018,1367.9
100721,13/09/2018,593.75
100721,13/09/2018,1101.99
100721,13/09/2018,498.75
100698,7/08/2018,3687.97
100306,29/08/2018,676.72
100900,10/08/2018,8713.85
100896,26/10/2018,545.58
100622,11/10/2018,50
100693,30/07/2018,684
100900,10/08/2018,997.54
100674,15/10/2018,301.27
100896,26/10/2018,801.39
100988,8/02/2018,665
100767,3/10/2018,2830
100601,30/11/2018,810.93
100622,18/09/2017,100
100263,5/06/2018,996.36
100674,12/01/2018,732.82
100900,19/12/2018,1043.68
100900,12/01/2018,882.12
100693,1/02/2018,114
100896,19/07/2017,2445.88
100896,19/07/2017,2451.89
100896,19/07/2017,2418.61
100317,3/07/2017,851.2
100642,30/01/2018,182.04
100510,17/11/2017,483.64
100985,30/10/2017,411.67
100884,12/12/2017,512.58
100119,3/07/2018,1010.92
100479,5/07/2018,361.96
100499,29/10/2018,12748.31
100642,2/11/2018,1119.98
100693,8/10/2018,790.4
100500,30/04/2018,696.9
100562,28/06/2018,426
100548,2/03/2018,1685.4
100060,23/04/2018,1060
100119,1/03/2018,994.4
100640,17/04/2018,404.32
100412,22/10/2018,9.5
100412,22/10/2018,773.52
100900,14/09/2017,520.96
100510,8/09/2017,483.64
100985,28/08/2017,411.67
100658,6/09/2017,4804.87
100562,15/03/2018,426
100973,8/08/2017,1204.59
100301,26/10/2017,2783.38
100119,4/07/2017,942
100622,27/07/2017,100
100221,30/10/2017,859
100899,2/08/2018,745.72
100006,18/12/2017,620.16
100306,28/11/2017,403.1
100900,16/11/2017,8975.82
100421,23/02/2018,296
100306,22/12/2017,322.48
100900,15/12/2017,9057.1
100698,7/09/2018,403.75
100119,4/09/2018,1034.4
100658,6/09/2018,3467.17
100640,13/09/2018,541.5
100884,25/09/2018,639.42
100421,21/08/2018,296
100222,17/11/2017,7958
100658,4/10/2017,3315.9
100562,15/03/2018,340.8
100235,8/11/2017,420
100522,25/10/2017,9062.42
100894,24/10/2017,1459.2
100522,19/04/2018,10026.82
100548,13/07/2017,1125.55
100301,26/10/2017,2377.3
100306,30/04/2018,674.42
100900,12/04/2018,8261.85
100510,23/04/2018,507.16
100985,3/04/2018,773.1
100421,21/08/2018,296
100412,24/10/2017,166.25
100222,28/09/2017,7780.4
100115,24/08/2017,1701.07
100060,27/07/2017,580
100306,28/08/2017,320.05
100900,18/08/2017,8257.17
100562,15/03/2018,340.8
100896,23/07/2018,511
100896,6/10/2017,800
100601,23/08/2017,20.52
100008,6/07/2017,3266.4
100884,4/07/2018,511.54
100899,30/04/2018,926.62
100222,22/05/2018,7412.68
100060,11/06/2018,1060
100006,4/05/2018,642.67
100548,24/05/2018,1856.99
100412,3/04/2018,2658.15
100008,8/08/2017,231.04
100060,23/02/2018,480
100309,28/11/2017,598.82
100548,18/11/2017,2181.16
100412,28/11/2017,2658.16
100301,26/04/2018,2867.86
100674,8/11/2017,696.57
100658,28/06/2018,3007.28
100601,28/08/2018,844.45
100479,9/10/2018,170.49
100622,11/10/2018,50
100601,2/10/2018,1036.18
100562,27/09/2018,608
100263,6/02/2018,722
100698,7/05/2018,123.12
100317,23/04/2018,307.8
100985,27/02/2018,411.67
100896,26/10/2018,525.82
100896,26/10/2018,530.76
100767,16/10/2018,803
100900,15/10/2018,1020.61
100721,7/12/2018,332.5
100767,1/11/2018,863
100263,5/09/2017,577.6
100500,10/11/2017,770.01
100884,9/10/2017,384.51
100421,23/02/2018,296
100698,7/09/2017,4452.51
100698,8/01/2018,220.93
100896,19/07/2017,2401.42
100674,8/09/2017,683.42
100674,11/08/2017,477.4
100115,27/04/2018,1583.84
100309,27/04/2018,871.3
100499,26/04/2018,69053.4
100640,27/04/2018,404.32
100412,30/04/2018,4088.38
100412,30/04/2018,627
100510,23/04/2018,201.05
100674,17/04/2018,912.77
100479,27/04/2018,235.27
100698,7/11/2017,2767.39
100973,6/02/2018,3256.15
100767,3/01/2019,420
100698,7/12/2018,403.75
100301,7/12/2018,1375.22
100301,7/12/2018,1104.23
100698,7/12/2017,2907.35
100896,24/01/2018,565.34
100985,25/07/2018,566.04
100658,7/08/2018,3526.45
100442,4/08/2017,51.36
100006,8/11/2018,1618.6
100301,10/12/2018,3791.44
100500,12/10/2018,487.75
100510,5/03/2018,483.64
100309,26/11/2018,317.68
100522,13/12/2018,2488.75
100767,12/12/2018,818
100301,4/12/2017,2115.89
100306,12/10/2017,322.42
100884,28/09/2017,711.55
100896,20/10/2017,6375.84
100896,20/10/2017,5265.74
100896,20/10/2017,4355.03
100896,20/10/2017,1329.49
100896,20/10/2017,1346.25
100896,20/10/2017,1160.84
100698,7/06/2018,3692.77
100006,29/06/2018,1393.38
100235,22/08/2017,495
100846,5/01/2018,1768.9
100263,11/04/2018,1229.21
100698,7/05/2018,3422.49
100562,15/03/2018,340.8
100235,8/12/2017,400
100500,2/01/2019,359.74
100119,6/12/2018,1070.57
100698,21/06/2018,3845.41
100896,23/07/2018,550.52
100412,22/10/2018,1355
100500,14/08/2018,363.39
100973,2/11/2018,252.77
100640,23/08/2018,433.2
100884,24/08/2018,511.54
100479,7/08/2018,192.05
100896,23/07/2018,530.76
100896,23/07/2018,481.36
100721,19/10/2018,413.25
100601,2/11/2018,825.63
100698,7/09/2018,5797.85
100306,27/09/2018,606.52
100900,12/09/2018,8129.38
100522,12/09/2018,2666.16
100896,26/10/2018,555.46
100301,7/12/2018,5436.72
100479,11/09/2018,135.55
100601,4/04/2018,151.33
100263,13/03/2018,577.6
100263,13/03/2018,297.83
100674,12/11/2018,469.45
100548,13/07/2017,1057
100698,6/10/2017,3026.99
100693,1/02/2018,2438.65
100896,24/01/2018,759.09
100896,24/01/2018,808.49
100896,24/01/2018,803.55
100896,24/01/2018,272.79
100026,6/03/2018,1001.49
100263,7/11/2017,722
100601,26/09/2017,74.7
100896,19/07/2017,2413.87
100674,16/03/2018,740.29
100601,2/07/2018,856.47
100499,25/10/2017,12386.13
100896,8/08/2017,800
100899,31/10/2017,839.8
100896,24/01/2018,808.49
100640,5/02/2018,502.08
100674,10/12/2018,502.36
100698,7/11/2017,16.15
100222,23/02/2018,9605.82
100115,25/01/2018,1583.84
100548,2/03/2018,1829.67
100412,29/01/2018,2051.56
100522,23/01/2018,10921.05
100896,24/01/2018,818.37
100119,1/01/2018,1003.8
100510,19/01/2018,483.64
100985,22/12/2017,411.67
100562,15/03/2018,340.8
100235,9/01/2018,300
100317,23/04/2018,395.2
100548,2/03/2018,1219.78
100412,29/01/2018,3987.24
100301,26/04/2018,3812.97
100119,5/12/2017,992
100510,20/12/2017,604.55
100985,28/11/2017,411.67
100658,6/12/2017,4579.34
100658,9/03/2018,5237.31
100896,20/04/2018,233.27
100896,20/04/2018,525.82
100412,29/06/2018,556.64
100500,20/06/2018,561.13
100899,30/01/2018,839.8
100896,20/04/2018,3898.21
100263,10/12/2018,1036.07
100301,10/12/2018,1812
100263,12/11/2018,1295.09
100733,27/11/2018,50.02
100510,10/05/2018,35.8
