Employer_No,Cash_Received_Date,Total_Amt
100567,18/07/2017,274.34
100451,5/10/2017,1700.02
100654,5/12/2017,220.23
100355,5/07/2017,2894.06
100335,4/07/2017,577.6
100914,6/07/2017,487.65
100808,26/07/2017,1156.77
100861,24/10/2017,802.75
100648,9/02/2018,350.72
100689,20/12/2017,13188.67
100654,18/10/2018,860
100654,18/10/2018,410.2
100654,18/10/2018,1518.23
100654,18/10/2018,1525.76
100654,18/10/2018,745.4
100654,18/10/2018,1923.04
100654,18/10/2018,1034.44
100654,18/10/2018,695.68
100654,18/10/2018,795.28
100654,18/10/2018,920.32
100654,18/10/2018,906.02
100654,18/10/2018,892.89
100654,18/10/2018,649.15
100654,18/10/2018,2068.84
100654,18/10/2018,934.32
100654,18/10/2018,1786
100654,18/10/2018,1096.16
100654,18/10/2018,1001.08
100654,18/10/2018,1096.16
100654,18/10/2018,803.84
100654,18/10/2018,774.88
100654,18/10/2018,845.13
100654,18/10/2018,325.34
100654,18/10/2018,1001.04
100654,18/10/2018,867.39
100654,18/10/2018,767.48
100654,18/10/2018,1437.29
100654,18/10/2018,288.8
100654,18/10/2018,1607.68
100654,18/10/2018,1373.67
100654,18/10/2018,1201.28
100654,18/10/2018,700.72
100654,18/10/2018,500.52
100654,18/10/2018,1315.4
100654,18/10/2018,667.36
100654,18/10/2018,145
100654,18/10/2018,860
100654,18/10/2018,1107.84
100654,18/10/2018,333.68
100654,18/10/2018,1151.2
100654,18/10/2018,663.4
100654,18/10/2018,768.03
100654,18/10/2018,744.19
100654,18/10/2018,921.64
100654,18/10/2018,1228
100654,18/10/2018,921.42
100654,18/10/2018,778.18
100654,18/10/2018,915.43
100654,18/10/2018,611.84
100654,18/10/2018,1084.47
100654,18/10/2018,300.24
100654,18/10/2018,467.16
100654,18/10/2018,694.24
100654,18/10/2018,836
100654,18/10/2018,913.48
100654,18/10/2018,730.76
100654,18/10/2018,832.42
100654,18/10/2018,1301.81
100654,18/10/2018,339.8
100654,18/10/2018,867.58
100539,12/10/2017,719.49
100316,25/10/2017,80.56
100361,22/09/2017,255.77
100574,31/10/2017,13805.52
100567,18/08/2017,276.14
100567,18/08/2017,2926.69
100574,6/09/2017,298.47
100574,6/09/2017,11655.42
100574,6/09/2017,533.45
100574,6/09/2017,227.54
100567,19/09/2017,41091.89
100567,19/09/2017,151.18
100701,5/07/2018,1046.59
100689,13/07/2018,24769.52
100991,24/04/2018,417.05
100574,4/04/2018,85.25
100817,2/03/2018,319.84
100567,19/11/2018,4867.21
100567,19/11/2018,1018.51
100567,19/11/2018,89200.11
100567,19/11/2018,1813.46
100567,19/11/2018,233.3
100567,19/11/2018,422.71
100451,19/06/2018,85.5
100574,1/12/2017,465.45
100701,16/02/2018,2090
100451,7/12/2017,166.25
100316,3/10/2018,134.69
100654,18/10/2018,1105.68
100654,18/10/2018,1922.92
100654,18/10/2018,1228
100654,18/10/2018,215
100654,18/10/2018,1920.16
100654,18/10/2018,961.52
100654,18/10/2018,730.76
100654,18/10/2018,1960.44
100654,18/10/2018,21.69
100654,18/10/2018,216.89
100654,18/10/2018,332.5
100654,18/10/2018,1228
100654,18/10/2018,1626.71
100654,18/10/2018,681.4
100654,18/10/2018,861.63
100654,18/10/2018,1228
100654,18/10/2018,600.64
100654,18/10/2018,1169.24
100654,18/10/2018,244.29
100654,18/10/2018,1228
100654,18/10/2018,840.4
100654,18/10/2018,922.3
100654,18/10/2018,2330.54
100654,18/10/2018,734.12
100654,18/10/2018,1067.58
100654,18/10/2018,1023.08
100654,18/10/2018,1518.27
100654,18/10/2018,769.12
100654,18/10/2018,730.76
100654,18/10/2018,744.16
100654,18/10/2018,934.32
100654,18/10/2018,762.24
100654,18/10/2018,300.32
100654,18/10/2018,1044.44
100654,18/10/2018,772.02
100654,18/10/2018,927.52
100654,18/10/2018,803.84
100654,18/10/2018,1120.62
100654,18/10/2018,1322.44
100654,18/10/2018,1953.88
100654,18/10/2018,1404.27
100654,18/10/2018,865.48
100654,18/10/2018,1229.07
100654,18/10/2018,215
100654,18/10/2018,1839.76
100654,18/10/2018,1228
100654,18/10/2018,1919.8
100654,18/10/2018,1452.01
100654,18/10/2018,913.48
100654,18/10/2018,870.83
100654,18/10/2018,555.29
100654,18/10/2018,605.39
100654,18/10/2018,1201.28
100654,18/10/2018,600.63
100654,18/10/2018,922.74
100654,18/10/2018,1641.28
100654,18/10/2018,604.83
100654,18/10/2018,1095.32
100654,18/10/2018,1303.69
100654,18/10/2018,624
100654,18/10/2018,723.46
100654,18/10/2018,1441.53
100654,18/10/2018,197.31
100654,18/10/2018,861.81
100654,18/10/2018,1034.44
100654,18/10/2018,1334.72
100654,18/10/2018,1228
100654,18/10/2018,1171.05
100654,18/10/2018,667.36
100654,18/10/2018,266.96
100654,18/10/2018,2154.42
100654,18/10/2018,1905.5
100654,18/10/2018,358.71
100654,18/10/2018,1922.64
100654,18/10/2018,913.48
100654,18/10/2018,1124.17
100654,18/10/2018,1001.04
100654,18/10/2018,836.79
100654,18/10/2018,759.13
100654,18/10/2018,245.82
100654,18/10/2018,703.99
100654,18/10/2018,753.38
100654,18/10/2018,860
100654,18/10/2018,950
100654,18/10/2018,694.24
100654,18/10/2018,1201.28
100654,18/10/2018,860
100654,18/10/2018,439.26
100654,18/10/2018,561.88
100654,18/10/2018,1382.71
100654,18/10/2018,1001.16
100654,18/10/2018,347.04
100654,18/10/2018,889.48
100654,18/10/2018,325.34
100654,18/10/2018,800.84
100654,18/10/2018,1351.92
100654,18/10/2018,2082.86
100654,18/10/2018,881.48
100654,18/10/2018,475
100654,18/10/2018,657.7
100654,18/10/2018,767.48
100654,18/10/2018,993.2
100654,18/10/2018,860
100654,18/10/2018,1067.79
100654,18/10/2018,1228
100654,18/10/2018,962.03
100654,18/10/2018,921.25
100654,18/10/2018,1568.32
100654,18/10/2018,1228
100654,18/10/2018,730.76
100654,18/10/2018,860
100654,18/10/2018,885.25
100654,18/10/2018,600.64
100654,18/10/2018,1554.41
100654,18/10/2018,1234.68
100654,18/10/2018,992.7
100134,19/07/2018,351.54
100779,27/09/2018,1130.52
100272,11/10/2018,1624.43
100689,7/11/2018,19569.58
100134,4/10/2018,520.44
100134,9/03/2018,375.34
100272,16/03/2018,1528.88
100246,11/04/2018,2631.92
100808,26/04/2018,1480.05
100910,5/12/2017,264.9
100134,31/08/2017,260.42
100355,31/10/2017,10807.56
100272,16/10/2017,3664.21
100901,19/12/2018,947.72
100648,19/07/2017,237.45
100134,9/08/2017,102.43
100335,18/07/2017,472.15
100701,6/07/2017,227.43
100808,26/07/2017,1265.22
100901,1/09/2017,1986.69
100779,25/10/2017,1053.42
100910,5/12/2017,308.85
100272,30/11/2017,4336.08
100316,23/11/2017,120.84
100361,7/11/2017,204.62
100910,5/12/2017,189.52
100737,26/06/2018,739.41
100808,24/09/2018,1434.51
100316,19/10/2018,201.4
100654,4/10/2017,1760
100316,3/08/2017,161.12
100648,12/07/2018,237.45
100134,17/04/2018,363.67
100272,14/05/2018,1547.41
100654,8/08/2017,272343.21
100910,5/12/2017,321.75
100355,31/10/2017,6947.74
100654,8/08/2017,2809.24
100817,6/04/2018,426.4
100574,10/12/2018,149.67
100574,10/12/2018,17568.12
100654,11/12/2018,1067.8
100654,11/12/2018,1268.04
100654,11/12/2018,1169.24
100654,11/12/2018,365.4
100654,11/12/2018,913.48
100654,11/12/2018,893.54
100654,11/12/2018,1315.4
100654,11/12/2018,861.42
100654,11/12/2018,1228
100654,11/12/2018,583.96
100654,11/12/2018,1034.44
100654,11/12/2018,1201.27
100654,11/12/2018,870.03
100654,11/12/2018,292.21
100654,11/12/2018,967.68
100654,11/12/2018,308.73
100654,11/12/2018,1461.52
100654,11/12/2018,1278.84
100654,11/12/2018,993.04
100654,11/12/2018,988.36
100654,11/12/2018,687.95
100654,11/12/2018,1228
100654,11/12/2018,913.48
100654,11/12/2018,1243.96
100654,11/12/2018,800.84
100654,11/12/2018,1211.28
100654,11/12/2018,860
100654,11/12/2018,898.84
100654,11/12/2018,1221.28
100654,11/12/2018,333.68
100654,11/12/2018,475
100654,11/12/2018,718.17
100654,11/12/2018,935.88
100654,11/12/2018,767.32
100654,11/12/2018,1034.32
100654,11/12/2018,876.92
100654,11/12/2018,1156.78
100654,11/12/2018,718.35
100654,11/12/2018,870.83
100654,11/12/2018,1228
100654,11/12/2018,650.67
100654,11/12/2018,870.83
100654,11/12/2018,1228
100654,11/12/2018,600.64
100654,11/12/2018,2001.07
100654,11/12/2018,584.99
100654,11/12/2018,767.32
100654,11/12/2018,1890.66
100654,11/12/2018,1201.28
100654,11/12/2018,215
100654,11/12/2018,324.18
100654,11/12/2018,1228
100654,11/12/2018,860
100654,11/12/2018,500.52
100654,11/12/2018,1228
100654,11/12/2018,860
100654,11/12/2018,1431.51
100654,11/12/2018,860
100654,11/12/2018,803.84
100654,11/12/2018,803.84
100654,11/12/2018,1089.8
100654,11/12/2018,1213.89
100654,11/12/2018,800.84
100654,11/12/2018,1201.28
100654,11/12/2018,932.31
100654,11/12/2018,1134.52
100654,11/12/2018,730.76
100654,11/12/2018,352.04
100654,11/12/2018,1234.64
100654,11/12/2018,307.49
100654,11/12/2018,630.84
100654,11/12/2018,860
100654,11/12/2018,860
100654,11/12/2018,861.3
100654,11/12/2018,565.2
100654,11/12/2018,1568.32
100654,11/12/2018,1228
100654,11/12/2018,886.46
100654,11/12/2018,506.08
100654,11/12/2018,900.96
100654,11/12/2018,893.02
100654,11/12/2018,1228
100654,11/12/2018,787.03
100654,11/12/2018,648.07
100654,11/12/2018,860
100654,11/12/2018,1265.22
100654,11/12/2018,592.29
100654,11/12/2018,1590.56
100654,11/12/2018,1668.44
100654,11/12/2018,372.72
100654,11/12/2018,962.4
100654,11/12/2018,1201.28
100654,11/12/2018,657.68
100654,11/12/2018,950
100654,11/12/2018,694.24
100654,11/12/2018,1041.36
100654,11/12/2018,1228
100654,11/12/2018,931.72
100654,11/12/2018,1922.24
100654,11/12/2018,834.2
100654,11/12/2018,1228
100654,11/12/2018,860
100654,11/12/2018,673.79
100654,11/12/2018,1373.67
100654,11/12/2018,1468.2
100654,11/12/2018,657.68
100654,11/12/2018,1205.76
100654,11/12/2018,1262.98
100654,11/12/2018,934.32
100654,11/12/2018,1023.08
100654,11/12/2018,1468.24
100654,11/12/2018,500.52
100654,11/12/2018,800.84
100654,11/12/2018,860
100654,11/12/2018,860
100654,11/12/2018,734.12
100654,11/12/2018,932.31
100654,11/12/2018,1059.6
100654,11/12/2018,1228
100654,11/12/2018,365.4
100654,11/12/2018,800.84
100654,11/12/2018,1096.16
100654,11/12/2018,1019.01
100654,11/12/2018,849.56
100654,11/12/2018,600.63
100654,11/12/2018,1244.94
100654,11/12/2018,387.08
100654,11/12/2018,1740.22
100654,11/12/2018,1678.84
100654,11/12/2018,876.92
100654,11/12/2018,1140
100654,11/12/2018,722.98
100654,11/12/2018,1001.04
100654,11/12/2018,1067.8
100654,11/12/2018,932.31
100654,11/12/2018,921.72
100654,11/12/2018,694.24
100654,11/12/2018,893.25
100654,11/12/2018,1175.38
100654,11/12/2018,665.55
100654,11/12/2018,2083.33
100654,11/12/2018,867.59
100654,11/12/2018,639.6
100654,11/12/2018,399.5
100654,11/12/2018,451.43
100654,11/12/2018,667.36
100654,11/12/2018,1108.33
100654,11/12/2018,439.3
100654,11/12/2018,860
100654,11/12/2018,885.41
100654,11/12/2018,860
100654,11/12/2018,1120.62
100654,11/12/2018,375.95
100654,11/12/2018,1059.6
100654,11/12/2018,1568.32
100654,11/12/2018,1445.97
100654,11/12/2018,1187.5
100654,11/12/2018,367.04
100654,11/12/2018,800.84
100654,11/12/2018,395.64
100654,11/12/2018,860
100654,11/12/2018,1001.04
100654,11/12/2018,795.28
100654,11/12/2018,633.59
100654,11/12/2018,1923.04
100654,11/12/2018,695.68
100654,11/12/2018,1518.24
100654,11/12/2018,1611.68
100654,11/12/2018,877.1
100654,11/12/2018,861.17
100654,11/12/2018,1034.44
100654,11/12/2018,733.09
100654,11/12/2018,803.84
100654,11/12/2018,932.31
100654,11/12/2018,1096.16
100654,11/12/2018,934.32
100654,11/12/2018,1001.08
100654,11/12/2018,677.31
100654,11/12/2018,860
100654,11/12/2018,1096.16
100654,11/12/2018,1273
100654,11/12/2018,800.83
100654,11/12/2018,33.37
100654,11/12/2018,688.28
100654,11/12/2018,325.34
100654,11/12/2018,1437.29
100368,14/11/2018,238.34
100574,31/10/2017,267.24
100539,19/02/2018,102.6
100567,23/01/2018,190.51
100567,23/01/2018,46574.24
100567,23/01/2018,127.01
100574,1/06/2018,13317.75
100574,1/06/2018,498.76
100574,1/06/2018,86.29
100539,24/08/2017,201.88
100654,11/12/2018,1345.83
100654,11/12/2018,860
100654,11/12/2018,1607.68
100654,11/12/2018,288.8
100654,11/12/2018,1373.67
100654,11/12/2018,1201.28
100654,18/10/2018,361.1
100654,18/10/2018,2083.33
100654,18/10/2018,556.14
100654,18/10/2018,1101.16
100654,18/10/2018,1059.6
100654,18/10/2018,868.37
100654,18/10/2018,1236.04
100654,18/10/2018,1201.28
100654,18/10/2018,860
100654,18/10/2018,934.32
100654,18/10/2018,876.92
100654,18/10/2018,1077.88
100654,18/10/2018,1096.16
100654,18/10/2018,1241.32
100654,18/10/2018,1167.88
100654,18/10/2018,765.04
100654,18/10/2018,860
100654,18/10/2018,249.52
100654,18/10/2018,1571.16
100654,18/10/2018,860
100654,18/10/2018,1205.76
100654,18/10/2018,967.22
100654,18/10/2018,717.82
100654,18/10/2018,102.31
100654,18/10/2018,1156.77
100654,18/10/2018,1167.88
100654,18/10/2018,533.88
100654,18/10/2018,795.27
100654,18/10/2018,116.92
100654,18/10/2018,578.39
100654,18/10/2018,625.32
100654,18/10/2018,817.26
100654,18/10/2018,860
100654,18/10/2018,919.31
100654,18/10/2018,803.84
100654,18/10/2018,560.48
100654,18/10/2018,744.24
100654,18/10/2018,781.92
100654,18/10/2018,913.48
100654,18/10/2018,600.64
100654,18/10/2018,730.76
100654,18/10/2018,815.87
100654,18/10/2018,1921.72
100654,18/10/2018,3078.58
100654,18/10/2018,1203.33
100654,18/10/2018,1228
100654,18/10/2018,216.88
100654,18/10/2018,215
100654,18/10/2018,1228
100654,18/10/2018,986.87
100654,18/10/2018,853.68
100654,18/10/2018,1014.41
100654,18/10/2018,1228
100654,18/10/2018,1434.84
100654,18/10/2018,999.72
100654,18/10/2018,593.33
100654,18/10/2018,1077.8
100654,18/10/2018,1101.16
100654,18/10/2018,1409.82
100654,18/10/2018,730.76
100654,18/10/2018,1368.12
100654,18/10/2018,1187.8
100654,18/10/2018,875.31
100654,18/10/2018,1037.68
100654,18/10/2018,584.6
100654,18/10/2018,691.57
100654,18/10/2018,1034.44
100654,18/10/2018,169.9
100654,18/10/2018,867.6
100654,18/10/2018,950
100654,18/10/2018,781.22
100654,18/10/2018,934.32
100654,18/10/2018,767.82
100654,18/10/2018,860
100654,18/10/2018,1068.75
100654,18/10/2018,1228
100654,18/10/2018,870.53
100654,18/10/2018,1401.48
100654,18/10/2018,934.32
100654,18/10/2018,1228
100654,18/10/2018,657.68
100654,18/10/2018,745.8
100654,18/10/2018,1228
100654,18/10/2018,920.32
100654,18/10/2018,1192.92
100654,18/10/2018,1029.17
100654,18/10/2018,496.92
100654,18/10/2018,215
100654,11/09/2018,1034.44
100654,11/09/2018,1001.08
100654,11/09/2018,803.84
100654,11/09/2018,1334.72
100654,11/09/2018,806.92
100654,11/09/2018,1095.23
100654,11/09/2018,1963.74
100654,11/09/2018,934.32
100654,11/09/2018,676.7
100654,11/09/2018,325.34
100654,11/09/2018,546.65
100654,11/09/2018,1437.29
100654,11/09/2018,1607.68
100654,11/09/2018,1096.16
100654,11/09/2018,434.03
100654,11/09/2018,1001.04
100654,11/09/2018,767.48
100654,11/09/2018,1315.4
100654,11/09/2018,500.52
100654,11/09/2018,1201.28
100654,11/09/2018,700.72
100654,11/09/2018,731.77
100654,11/09/2018,288.8
100654,11/09/2018,1373.67
100654,11/09/2018,1101.16
100654,11/09/2018,667.36
100654,11/09/2018,333.68
100654,11/09/2018,1107.84
100654,11/09/2018,839.6
100654,11/09/2018,1228
100654,11/09/2018,876.19
100654,11/09/2018,1134.52
100654,11/09/2018,694.24
100654,11/09/2018,739.73
100654,11/09/2018,1084.47
100654,11/09/2018,467.16
100654,11/09/2018,924.06
100654,11/09/2018,587.92
100654,11/09/2018,675.38
100654,11/09/2018,300.24
100654,11/09/2018,730.34
100654,11/09/2018,745.18
100654,11/09/2018,1288.77
100654,11/09/2018,1922.92
100654,11/09/2018,913.48
100654,11/09/2018,1105.68
100654,11/09/2018,1920.16
100654,11/09/2018,956.75
100654,11/09/2018,867.58
100654,11/09/2018,313.67
100654,11/09/2018,730.76
100654,11/09/2018,986.54
100654,11/09/2018,961.52
100654,11/09/2018,1228
100654,11/09/2018,730.76
100654,11/09/2018,904.42
100654,11/09/2018,1626.71
100654,11/09/2018,1169.24
100654,11/09/2018,672.92
100654,11/09/2018,734.12
100654,11/09/2018,681.4
100654,11/09/2018,1228
100654,11/09/2018,633.33
100654,11/09/2018,600.64
100654,11/09/2018,675.38
100654,11/09/2018,1229.11
100654,11/09/2018,840.4
100654,11/09/2018,1237.27
100654,11/09/2018,1067.59
100654,11/09/2018,1023.08
100654,11/09/2018,924.15
100654,11/09/2018,744.16
100654,11/09/2018,1293.46
100654,11/09/2018,674.12
100654,11/09/2018,934.32
100654,11/09/2018,829.62
100654,11/09/2018,1518.26
100654,11/09/2018,730.76
100654,11/09/2018,1282.98
100654,11/09/2018,300.32
100654,11/09/2018,1120.62
100654,11/09/2018,1044.44
100654,11/09/2018,803.84
100654,11/09/2018,1278.26
100654,11/09/2018,1321.66
100654,11/09/2018,1930.66
100654,11/09/2018,880.8
100654,11/09/2018,1228
100654,11/09/2018,1839.76
100654,11/09/2018,1919.8
100654,11/09/2018,860
100654,11/09/2018,587.92
100654,11/09/2018,1229.07
100654,11/09/2018,870.83
100654,11/09/2018,913.48
100654,11/09/2018,1201.28
100654,11/09/2018,924.06
100654,11/09/2018,539.99
100654,11/09/2018,803.84
100654,11/09/2018,612.79
100654,11/09/2018,800.84
100654,11/09/2018,1278.84
100654,11/09/2018,1641.28
100654,11/09/2018,1095.32
100654,11/09/2018,1201.28
100654,11/09/2018,425.46
100654,11/09/2018,1034.44
100654,11/09/2018,624
100654,11/09/2018,861.41
100654,11/09/2018,467.15
100654,11/09/2018,266.96
100654,11/09/2018,1922.64
100654,11/09/2018,1231.62
100654,11/09/2018,2154.42
100654,11/09/2018,858.82
100654,11/09/2018,1633.94
100654,11/09/2018,1132.68
100654,11/09/2018,1411.48
100654,11/09/2018,913.48
100654,11/09/2018,1001.04
100654,11/09/2018,726.36
100654,11/09/2018,1201.28
100654,11/09/2018,345.15
100654,11/09/2018,537.11
100654,11/09/2018,950
100654,11/09/2018,759.13
100654,11/09/2018,860
100654,11/09/2018,686.55
100654,11/09/2018,902.52
100654,11/09/2018,1001.16
100654,11/09/2018,433.8
100654,11/09/2018,860
100654,11/09/2018,694.24
100654,11/09/2018,600.63
100654,11/09/2018,1434.44
100654,11/09/2018,498.75
100654,11/09/2018,2082.86
100654,11/09/2018,767.48
100654,11/09/2018,1034.44
100654,11/09/2018,325.34
100654,11/09/2018,860
100654,11/09/2018,1351.92
100654,11/09/2018,1792.59
100654,11/09/2018,1568.32
100654,11/09/2018,1301.36
100654,11/09/2018,1228
100654,11/09/2018,860
100654,11/09/2018,891.18
100654,11/09/2018,899.54
100654,11/09/2018,358.42
100654,11/09/2018,1232.95
100654,11/09/2018,826.62
100654,11/09/2018,1554.41
100654,11/09/2018,730.76
100654,11/09/2018,860
100654,11/09/2018,600.64
100654,11/09/2018,1067.8
100654,11/09/2018,886.74
100654,11/09/2018,2083.33
100654,11/09/2018,1059.6
100654,11/09/2018,722.98
100654,11/09/2018,1449.9
100654,11/09/2018,860
100654,11/09/2018,876.92
100654,11/09/2018,1201.28
100654,11/09/2018,1167.88
100654,11/09/2018,1247.88
100654,11/09/2018,796.36
100654,11/09/2018,1077.88
100654,11/09/2018,860
100654,11/09/2018,934.32
100654,11/09/2018,3704.5
100654,11/09/2018,1241.32
100654,11/09/2018,768.9
100654,11/09/2018,1571.16
100654,11/09/2018,1205.76
100654,11/09/2018,657.7
100654,11/09/2018,987.04
100654,11/09/2018,1716.65
100654,11/09/2018,860.58
100654,11/09/2018,533.88
100654,11/09/2018,1156.77
100654,11/09/2018,1167.88
100654,11/09/2018,668.26
100654,11/09/2018,862.92
100654,11/09/2018,803.84
100654,11/09/2018,694.24
100654,11/09/2018,878.52
100654,11/09/2018,730.76
100654,11/09/2018,616.88
100654,11/09/2018,578.39
100654,11/09/2018,270.29
100654,11/09/2018,781.92
100654,11/09/2018,588.35
100654,11/09/2018,913.48
100654,11/09/2018,216.88
100654,11/09/2018,800.54
100654,11/09/2018,1228
100654,11/09/2018,1203.33
100654,11/09/2018,1296.79
100654,11/09/2018,1096.16
100654,11/09/2018,730.76
100654,11/09/2018,1921.72
100654,11/09/2018,986.87
100654,11/12/2018,767.48
100654,11/12/2018,1001.04
100654,11/12/2018,700.72
100654,11/12/2018,1315.4
100654,11/12/2018,446.24
100654,11/12/2018,1107.84
100654,11/12/2018,1167.88
100654,11/12/2018,500.52
100654,11/12/2018,645.57
100654,11/12/2018,333.68
100654,11/12/2018,538.98
100654,11/12/2018,667.36
100654,11/12/2018,860
100654,11/12/2018,932.31
100654,11/12/2018,706.98
100654,11/12/2018,935.88
100654,11/12/2018,1228
100654,11/12/2018,954.67
100654,11/12/2018,836
100654,11/12/2018,1084.47
100654,11/12/2018,694.24
100654,11/12/2018,849.77
100654,11/12/2018,860
100654,11/12/2018,467.16
100654,11/12/2018,650.75
100654,11/12/2018,913.48
100654,11/12/2018,826.23
100654,11/12/2018,867.58
100654,11/12/2018,300.24
100654,11/12/2018,730.76
100654,11/12/2018,339.8
100654,11/12/2018,333.68
100654,11/12/2018,1331.1
100654,11/12/2018,1272.49
100654,11/12/2018,867.74
100654,11/12/2018,1228
100654,11/12/2018,1922.92
100654,11/12/2018,688.79
100654,11/12/2018,1337.49
100654,11/12/2018,1922.52
100654,11/12/2018,1920.16
100654,11/12/2018,730.76
100654,11/12/2018,469.94
100654,11/12/2018,961.52
100654,11/12/2018,950
100654,11/12/2018,542.23
100654,11/12/2018,1626.71
100654,11/12/2018,1228
100654,11/12/2018,1234.64
100654,11/12/2018,633.38
100654,11/12/2018,1228
100654,11/12/2018,1169.24
100654,11/12/2018,860
100654,11/12/2018,932.31
100654,11/12/2018,791.67
100654,11/12/2018,932.31
100654,11/12/2018,600.64
100654,11/12/2018,734.12
100654,11/12/2018,1228
100654,11/12/2018,840.4
100654,11/12/2018,744.16
100654,11/12/2018,674.12
100654,11/12/2018,1167.68
100654,11/12/2018,730.76
100654,11/12/2018,1518.26
100654,11/12/2018,1023.08
100654,11/12/2018,562.84
100654,11/12/2018,1081.93
100654,11/12/2018,934.32
100654,11/12/2018,809.34
100654,11/12/2018,1044.44
100654,11/12/2018,300.32
100654,11/12/2018,803.84
100654,11/12/2018,1120.62
100654,11/12/2018,230.24
100654,11/12/2018,1316.63
100654,11/12/2018,1839.76
100654,11/12/2018,375.83
100654,11/12/2018,871.98
100654,11/12/2018,1904.34
100654,11/12/2018,1228
100654,11/12/2018,1229.07
100654,11/12/2018,1228
100654,11/12/2018,1919.8
100654,11/12/2018,913.48
100654,11/12/2018,571.91
100654,11/12/2018,1258.19
100654,11/12/2018,870.83
100654,11/12/2018,1201.28
100654,11/12/2018,615.36
100654,11/12/2018,800.84
100654,11/12/2018,613.39
100654,11/12/2018,1641.28
100654,11/12/2018,935.88
100654,11/12/2018,1308.08
100654,11/12/2018,1095.32
100654,11/12/2018,734.12
100654,11/12/2018,591.92
100654,11/12/2018,1201.28
100654,11/12/2018,1228
100654,11/12/2018,1034.44
100654,11/12/2018,1334.72
100654,11/12/2018,667.36
100654,11/12/2018,860.38
100654,11/12/2018,2154.42
100654,11/12/2018,1228.88
100654,11/12/2018,1242.32
100654,11/12/2018,266.96
100654,11/12/2018,1363.1
100654,11/12/2018,860
100654,11/12/2018,1922.64
100654,11/12/2018,1124.17
100654,11/12/2018,762.74
100654,11/12/2018,913.48
100654,11/12/2018,1001.04
100654,11/12/2018,63.15
100654,11/12/2018,759.13
100654,11/12/2018,935.88
100654,11/12/2018,724.31
100654,11/12/2018,326.99
100654,11/12/2018,950
100654,11/12/2018,558.55
100654,11/12/2018,860
100654,11/12/2018,694.24
100654,11/12/2018,1201.28
100654,11/12/2018,860
100654,11/12/2018,620.07
100654,11/12/2018,1001.16
100654,11/12/2018,1434.44
100654,11/12/2018,923.53
100654,11/12/2018,475
100654,11/12/2018,800.84
100654,11/12/2018,867.56
100654,11/12/2018,325.34
100654,11/12/2018,875.96
100654,11/12/2018,2082.86
100654,11/12/2018,767.48
100654,11/12/2018,1101.16
100654,11/12/2018,1351.92
100654,11/12/2018,1315.4
100654,11/12/2018,1330
100654,11/12/2018,1228
100654,11/12/2018,971.98
100654,11/12/2018,1489.9
100654,11/12/2018,860
100654,11/12/2018,1228
100654,11/12/2018,930.1
100654,11/12/2018,357.07
100654,11/12/2018,730.77
100654,11/12/2018,881.33
100654,11/12/2018,1167.88
100654,11/12/2018,1239.35
100654,11/12/2018,1554.41
100654,11/12/2018,866.56
100654,11/12/2018,600.64
100654,11/12/2018,416.74
100654,11/12/2018,2402.53
100654,11/12/2018,2083.33
100654,11/12/2018,869.58
100654,11/12/2018,1059.6
100654,11/12/2018,673.8
100654,11/12/2018,453.8
100654,11/12/2018,893.02
100654,11/12/2018,860
100654,11/12/2018,876.92
100654,11/12/2018,1228
100654,11/12/2018,1201.28
100654,11/12/2018,1101.16
100654,11/12/2018,1077.88
100654,11/12/2018,860
100654,11/12/2018,1167.88
100654,11/12/2018,967.68
100654,11/12/2018,656.19
100654,11/12/2018,1096.16
100654,11/12/2018,2149.32
100654,11/12/2018,571.84
100654,11/12/2018,869.62
100654,11/12/2018,220.23
100654,11/12/2018,1571.16
100654,11/12/2018,860
100654,11/12/2018,1205.76
100654,11/12/2018,810.03
100654,11/12/2018,860
100654,11/12/2018,1167.88
100654,11/12/2018,533.88
100654,11/12/2018,795.27
100654,11/12/2018,584.6
100654,11/12/2018,860
100654,11/12/2018,858.81
100654,11/12/2018,913.48
100654,11/12/2018,803.84
100654,11/12/2018,578.39
100654,11/12/2018,904.41
100654,11/12/2018,622.02
100654,11/12/2018,878.96
100654,11/12/2018,903.37
100654,11/12/2018,781.92
100654,11/12/2018,216.88
100654,11/12/2018,600.64
100654,11/12/2018,433.79
100654,11/12/2018,1096.16
100654,11/12/2018,1228
100654,11/12/2018,1921.72
100654,11/12/2018,1203.33
100143,25/09/2018,483.18
100451,16/08/2018,2311.35
100817,3/09/2018,326.34
100574,21/08/2018,54.75
100652,16/03/2018,300.48
100134,1/11/2018,320.89
100272,3/11/2017,3945.86
100539,12/10/2017,793.58
100574,2/10/2017,15980.76
100574,2/10/2017,74.62
100574,2/10/2017,47.87
100539,30/04/2018,84.64
100861,5/02/2018,333.75
100910,4/06/2018,561.65
100451,4/08/2017,1531.22
100567,20/07/2017,45587.64
100197,3/07/2018,1504.8
100817,1/09/2017,319.84
100928,8/01/2018,114.76
100539,28/11/2017,94.9
100808,29/01/2018,1337.52
100134,7/01/2019,568.66
100861,2/11/2017,612.75
100689,17/08/2018,19530.28
100910,5/12/2017,236.9
100652,14/08/2018,310.76
100574,31/08/2018,15505.67
100817,7/08/2018,407.93
100143,25/09/2018,1589.09
100355,15/11/2018,1600.47
100689,5/10/2018,20684.3
100567,20/03/2018,1829.56
100574,10/12/2018,503.19
